"text","class"
"  pengiriman via gosend kalo     pick up bsk penerima     admin  anter nggin sampe penerima buka pas  senin nya yah super lambat balas komplain via dm","Positive"
"  tolong akun  direfresh  notif yg nyangkut  login  hp  kaya gitu ","Positive"
" selamat sore kiriman   no resi udah  gak  update status nih mohon informasinya ","Positive"
" kk mohon  bantu   menunggu operator   berhasil pembayaran  bca ivr xviii x terima kasih","Positive"
"   uninstall  install ulang     tombol konfirmasi  aktif    verifikasi  sms mohon bantuannya ya ","Positive"
"  semalam pesan mangga alpukat  tokopedia sayang  kali   dikirim pemesanan    jeruk invoice  cari no telp penjual    chat penjual    complain  dpt upload","Positive"
"  kasih  ya   jenis fitur ovo    manfaatkan  ovo cash  ovo points bedanya  sih yuk perhatiin toped  ya ayokebut aktivasi ovok  klo   dimaksimalin sih","Positive"
" maaf masnya    uang   ya mas   butuh banget uangnya dananya lumayan  makasih ya mas ","Positive"
"   memvalidasi ktp   pembukaan reksadana mohon kelanjutannya bagaiman ","Positive"
" gaada perubahan gaada solusi gimana","Positive"
" ok terimakasih ya saldo  masuk","Positive"
" oke","Positive"
" min   transaksi berhasil     egy cashback code halloween  halaman ovo      kusudah bahagia  ovo  bank terkait","Positive"
"  barang dikirim  penjual  penjual memasukkan resi   valid    ngasih penalty  aja  memaksakan toko  tutup ","Positive"
"    yg komplain     disuruh menunggu  gak kayak mp sebelah yg fast respon  cepat pelayanannya   komplain terkait transaksi","Positive"
" oke terima kasih","Positive"
"   perubahan nomer    email balasan jam  masuk   isi kode sdh tdk   ","Positive"
" pencairan dana sy koq belom diproses  sore  ya min  cepat jam sdh cair emsil  gacusandal com","Positive"
"herlina puspita dewi berhasil memanfaatkan perkembangan teknologi  membangun bisnisnya kisah inspiratifnya   cek lho  link  tokopediacare","Positive"
" transaksi  sukses ngga ya  bareng  ngisi pulsa dri  laen ","Positive"
" hi my top up prepaid txn still waiting for payment while i already paid and my cc already debited till now no topup come","Positive"
" dear vino klo  syarat ketentuan nomor  banhet ga  bca va  bni va cimb va mandiri va virtual account    tipe pembayaran va  toped  bri va  bca va metode   tertulis   soooo  yg ga cek dl ","Positive"
"hi harap utk  depannya  menyediakan promo utk pembayaran tagihan kartuhalo trims  sukses  ","Positive"
"admin cek dm  yg  bicarakan  thnks","Positive"
" jgn kirim  yg sy   belanja online bsk  disc  an   tokopedia ikutan jg  tdk cm jwb ya  tdk sj ","Positive"
"raga muda semangat  membara mulaiajadulu   membangun bangsa tercinta berkarya  cita cita mulia selamat  sumpah pemuda oktober tokopediacare ","Positive"
" hi min mohon bantuannya  top up emoney ivr xviii x  ivr xviii x notifnya berhasil   dicek berhari   masuk ","Positive"
" selamat sore   ya pas  klik cashback  ribu   pahe lucky eggsaya  liat syarat  ketentuannya ","Positive"
" halo mohon bantuannya kronologi  order dgn invoice sblmnya seller bilang ready  sy bayar seller chat stock habis   cancel tau orderan dilempar  seller  dgn invoice ","Positive"
" min bri narik pending nunggu berpa  ya   narik jam pagi sampe   pending blom  proses trimakasih mohon  bantu","Positive"
" tokped  tny bsk sm ma olshop lainga yg promo disc minimal  an ktnya  iya ","Positive"
" ok thanks bro","Positive"
" min mohon buka dm  orderan pulsa  cancel  ovo chas  nambah","Positive"
"  iya  coba ga pake kode promo eh   dipake bagus   bikin keselnya ","Positive"
" mn f u dr  toped janji  konfirm  email bukti tiket ny s d skr tdk  tiket  a n  kirim kmn sy tdk   pembelian unt tiket apapun   it transaksi mmg tdk  krn dr toped  tdk  kirim  sy bukti ny penipuanonline ","Positive"
"  terima kasih","Positive"
"  kemaren min   perubahan mohon bantuannya ","Positive"
"  bayar pln  bank   batasi   ga  bayar  indomaret alfa ","Positive"
" mba    kaya gitu  uang  gaada karna    kembalikan uang ny kak ","Positive"
"  paket orderan yg  pake si cepat reg packet pdhl gak  ditempat gimana  paket udah dikirim pake jne reg bantu approval donk ","Positive"
"broo no resi jenis yes dikirim tgl oktober  tanah abang tangerang transaksi  barang nya   tolong tolong tolong","Positive"
" jaman enak tuh skarang mah notif suka muncul  trus pas dicek  iklan diskon merchant  topads  vocer game  gak  dimatikan  awa kabur lahh tunggu  so sad yaaa keburu uangku udah ditelen  penipunya ya ","Positive"
"  top up paket data  pilihan pembayaran  ovo gak  ya min ","Positive"
" selamat siang  x jam tokocash bonus  code refferal   masuk","Positive"
"   beli voucher  durasi minggu transaksi berhasil id pass diterima    login muncul notifikasi failed  info  aktif  habis  no invoice  ivr xviii x ","Positive"
" tolong kak klik driver grab instant curir diaplikasi  handpone   pc tombolnya ga   klik paket ditungu pembeli ","Positive"
" ok terima kasih toped  semangat membalas twit konsumen ","Positive"
"toppers tokopedia   metode pembayaran    pilih yuk sebutin metode pembayaran   ketahui    mudah    tanyatoppers tokopediacarei gimana  melengkapi datanya am resi   input x t  ","Positive"
"   responya  berubah  ovo benefit  ga   cek berkala masuk  ga nya ","Positive"
" selamat malam kak   beli barang  tokopedia   pilih metode pembayaran   ovo point     barang  harga yg  murah  transaksinya  batalkan   ovo pointnya  dikembalikan  ","Positive"
" no tiket tolong ditanggapi resi terlacak  dibatalkan   cepat dana  ditarik pembeli ","Positive"
"dear notif tone nya bagus  download dimana ya ","Positive"
"  bingung    berat ","Positive"
" saldo  tanggal      kejelasan kemanakah duit    disuruh tunggu gak  ","Positive"
" ok  min ","Positive"
"selamat siang terkait cachback   masuk  point  cashback tdk  ovo","Positive"
"bahagia  sederhana sesederhana bersyukur     miliki  mensyukuri keberadaan       semangatpagi tokopediacarthankyouat  pdhl sdh melewati batas jam dr yg diinformasikan sblmnya ya toko nya  nipu  gmn makasih ","Positive"
" halo min  tny kalo  beli paket data dr tokped  gmn  isi pulsa hp   sy  beli paket data  modem smartfren hp  sih simpati gmn bingung ","Positive"
" pagi  isi pulsa  nominal  makasih ya i email   jg  banget didonlot  selesai    sabar   cek    tolong keluhan   perhatikan terima kasih","Positive"
" mohon dibantu pembayaran tagihan  no invoice ivr xviii xi  ivr xviii xi dinyatakan pembayaran  berhasil ditemukan    transfer  bukti transfer  diunggah","Positive"
" gak   deh kl  nya    hubungi bank emang   bayar bunga nya ngerti bahasa indonesia gak knp  yg  tanggung  utk kesalahan nya tokopedia","Positive"
" kesamaan data  email beda   bayar listrik alamat   yg dftr alamat kantor sumber ip yabpasti  karyawan    tuduh  cek iyu ip kantor ap ip rumah jlas corporate kntor yg namanya hendri bnyk bos zzzzz","Positive"
" halo   akun sy nama nya tdk sesuai ktp    pembelian tiket kereta  ","Positive"
" gak  niatan ngasih voucher  min hehe","Positive"
"terima kasih toppers      mewujudkan mimpimu  tokopedia     tim tokopediacare  bersemangat   layanan terbaik  harinya tokopediacare adatipsnyatoppers tokopediacareediacare mulaiajadulu tokopedya ","Positive"
"  emang     mrk  kuis goyang    orang ga  pakai","Positive"
" uda klik lapor tetep ","Positive"
" transaksi ivr xviii x berhasil   sampe  cashbacknya  masuk ","Positive"
" ok sdh masuk thx","Positive"
"    ya korbannya kirain     seh janji uang       sesuai aturan  gak  tu php doang ak masuk   saldo toko  mohon bantuannya q qjaare","Positive"
" pesanan     proses  kirim    update   kak ","Positive"
"dear to mohon respon dm donk transaksi terganggu nich min tq ","Positive"
" tolong  lapak    komentar dgn pencemaran nama  ","Positive"
" internet  stabil cleae cache nya  iphone gmn ","Positive"
"min info pemenang poin  gmn ","Positive"
" tlg  bls  mslh barang  harganya ga murah ","Positive"
" ok besok deh pas buka laptop biar enak tq","Positive"
" mohon infonya   pembelian  toko  dana masuk  ovo  dana   tarik  rek    ","Positive"
" ok makasi kak ","Positive"
" selamat sore kak kalo  maksudnya dana  dimembalikan  nomor rekening   saldo tokopedia ya thank s ","Positive"
" exclude jne n tiki  jne gk berlaku","Positive"
" serius nih  jam  jam pas udah abis kak sheza  bantu  konsumen awam bertanyaa ","Positive"
"selamat malam min     dm ya min terima kasih ","Positive"
" ok tks infonya min","Positive"
" halo seller mohon  bijak  membagi foto  sosmed  sy lihat  bbrpa foto  data pembeli dgn sgt lengkap hrsnya disensor","Positive"
" thankyou min     mengganti no telp yg   app   dgn no telp   tokopedia  kkk  error  ovo nya   double account ovo mending   aja","Positive"
" iya mohon  carikn driverilo   batalkan ","Positive"
"  yg  alamat pembeli masuk tangerang si pembeli mengisi kecamatannya     jne   yg blg  lokasi masuk tangerang tolong hub dgn cs ip krn cs naya   y jd  butuh training terkesan   ","Positive"
" mohon info terbarunya     diterima","Positive"
" min  yg   fitur emas    dibuka ya ","Positive"
" diperhatiin abis gajian belanja  tokopedia  ya bukti bakti gue  ortu   tokopedia  sih mama  pulsa gue beliin  tokopedia   setia gitu sa trakan berpindah karna su sayang nyanyi mulaiajadulu tokopedtokopediacareps t co nxigr owTot","Positive"
"  udh diverifikasi nih min  mkn wktu menit td trims bnyk ","Positive"
" mohon   refund dana   no orderan  nama dian takyid   komplain pengembalian dana  penjual ","Positive"
" oke   lanjutkan dgn sgala  yg legal  listing   kebali muncul      robot yg tdk berguna  berkomunikasi dgn human being tokopedia kecewatokopedia","Positive"
"   transfer sesuai  harga  ditentukan   wahana  bilang rumah  kosong yg didaftarkan  alamat kantor   buka senin sabtu next tweet ","Positive"
"ih nyamber aja nih toko   untung n   pusat resolusi temukan solusi terbaik    penjual  adatipsnyatoppers tokopediacare edukasitoppers tokopediacare","Positive"
" min   september  beli voucher domino s pizza potongan k  klo dipake skrg  valid  nggk   tokped udh ga  voucher nya","Positive"
" ok haturnuhun ya ar  ya   topup ovo  kucari tombol top up nggak  faq topup  kosong  halaman ovo      kusudah bahagia  ovo  bank terkait","Positive"
" ok tks ","Positive"
"sempet kaget  pas tokocash   ganti  ovo sampe    ngaktifin   pake nomor sesuai akun tokpedharusnya kasih opsi  user  kasih notifikasi dgn    ganti  ovo   semena mena ","Positive"
"    prioritas hahahah   x jam kemarin  janjinya x jam  email   pepesan kosong  berani   nunggu ga logika aja kesulitannya  dimana    ulur  minggu  ","Positive"
"barang   terima  sesuai toped  tips trick biar belanja   nyaman  asik lho mulaiajadulu tokopediacare ","Positive"
"        ya ","Positive"
"   ngebid top ads   rekomendasi tp barang     pencarian    kemarin  pagi  nama toko  mt soccer store ","Positive"
" payah nih  gbs pesen tolong bantu   sbg pelanggan setia tiket kereta via toped sistemnya jd aneh penumpang   isi manual udah capek ngisi diulang  percobaan booking melebihi batas makasih ","Positive"
" ok via dm yaa","Positive"
"gan tolong chek dm ya mohon bantuanya transaksi ","Positive"
" oke thx ya","Positive"
" ok   bank       list  transfer  bank ya ","Positive"
"   setuju  tokopedia memiliki call center   dihubungi ","Positive"
"selamat sore min  sy beli barang  nggk sampe    loh ","Positive"
"  tp   transfer  mohon solusinya ya ","Positive"
"  transfer manual via bri gak   menu mohon pencerahannya thx ","Positive"
"   yg kena  gimana nih ","Positive"
" oke baikk k thx ats bntunnya ya","Positive"
" min    top up emoney yg dpt cashback    bayar pakai tokocash dr cashback pembelian  cashback u top up emoneynya dihitung dr total bayar dikurang tokocash  nominal top upnya thx","Positive"
"   jam        memasukkan alamat pengembalian   pembeli  setuju   kirim paketnya   transfer uang penggantian ongkir   pembeli ","Positive"
" withdraw  blm cair mohon dibantu cek dm","Positive"
" ok terima kasih","Positive"
"  email hoax ya  terpilih  flash sale  gak tampil lelet penuh php bank mandiri gerai retail terdekat cek edukasitoppers tokopediacare","Positive"
" tolong tim promo suruh kerja kak  kupon gak  bannernya ramadan ekstra judulnya cashback rp ketentuannya belanja  market place  oficial  pakainya keterangan no cashback  ribu keterangan no hny  my hatono oficial store ","Positive"
"selamat malam cek dm  ","Positive"
"halooo kyknya sdh x jam  gak diinformasiin   lupa ya   gak peduli  customer g   kenal  bantu cek gaxsfrWengan  bank terkait","Positive"
"order   kurir   gak  kabar gak  penyelesaian  perusahaan       prosedur    penanganan ","Positive"
" barang  kmrn  kirim sampe skrg blm dateng gimana ceritanya coba mohon pengecekannya masbrooo ","Positive"
" siang min      daftar reksa dana  no  terdaftar  terlanjur terdaftar  akun    dipakai mohon solusinya terima kasih","Positive"
" sy kinan sport penjual utk trx no a n mohamad rensi  trx no a n bonny  dikirim kemarin via grab same day  driver cancelled mohon   repickup terimakasih","Positive"
"  saldo ovo  dicairkan  tokocash  ","Positive"
" seneng deh  belanja   ngga  ulasan ngga   notif       penilaian  great job   sh p siy   ya  wabnya g nyambung ps t co cnjkzis mw","Positive"
" yg   gmn  ya  komplain selesai min karna  situ menu ya  masukan no resi  mohon bantuan ya ","Positive"
"   pembeli        seller menjual barang   sesuai  iklan     deskripsi  pembeli  barang  sesuai tlg solusinya ","Positive"
"  kak terima kasih  solusi nya      admin  bantu batalkan ga ya transaksi nya jd penjual ga kena pinalti reputasi  sy  order ulang","Positive"
" ok makasih info nya ua promo cashback  konsisten   harapan pengabditokped pengabdicashbackkreditnya november    ganti tanggalnya mohon info ya min    banget sy    tdk  komplain ","Positive"
"  hasil cashback promo  jd ovo point sih   gak     belanja lg  tokopedia  beli reksadana disitu agai sistem pembayarannya  aja   berbeda ya no inv tolong mingpembeli  cancel","Positive"
"   utk fitur peluang disitu terteta kam  mislakan   ambil  yg  mksd pengiriman expired dlam jam   ya mohon jawabannya","Positive"
" ok semoga   sy ndak mempermasalahkan resinya yg  barang   tujuan dgn aman gitu aja oh iya dibatalkan  sistem   estimasi    aplikasi   batasan  utk proses pengiriman   cek berkala x jam","Positive"
" ok thanx infonya","Positive"
"  terimakasih kak ciko semoga cepat  launching ya up tokocash  dibuka   toped sistemnya jd aneh penumpang   isi manual udah capek ngisi diulang  percobaan booking melebihi batas makasih ","Positive"
" kl  pembayaran dgn akulaku mantap min","Positive"
"   nomer call center tokopedia ga sih  email yg  dihubungi duit  gak  nih nyangkut dimana","Positive"
"   dm alamat toko ","Positive"
" thanks gan  membantu ketimbang inpo  official nya yg cuman nyuruh stay tune v","Positive"
" oke kak   proses lewar email  bukti konkrit nya ya ","Positive"
" min koq   bayar pake ovo cash gak  yah tampilannya   ","Positive"
"  kmrn gw update layanan e payment nya udah pake ovo jujur krg fans sih dipisah   ovo pay sm ovo point  ribet but i ll give benefit of the doubt tp gpp terima kasih tokopedia g sy ya ","Positive"
"oh gtu min oke makasih penjelasannya rt kiara lanjutkan  cont ","Positive"
" oke kak semoga     yaa thanks infonya","Positive"
" kalo liat yg details udah  drtd  yg  kirim gambarnya jg    dm yg   link  voucher nya utk    swipe redeem  petugasnya  pembelian yg sblmnyaa ","Positive"
" gmna blm masuk masuk cashbacknya tp lom  y  teman  membantu kakak ya  php in  ya kubutuh kepastiaan coba  applikasi   metode pembayarannya lost many time s t co yroiryslhps t co hcpdeqgot","Positive"
" oke terimakasih mimin cindy yg  hati   sombong","Positive"
" syarat  ketentun      ","Positive"
" iya kak admin meminimalisir pengeluaran berlebih jg g    kak ng digabung ya jam   bertransaksi toko  ready   kirim   yg udah lgs diproses yg msh molor aja masak nunggu  ","Positive"
